X,Y,fid,name,elev,type,description,fdd,fdc,id_colaborador
-64.37034,-22.752019,"1",,"712",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.4025,-22.758154,"2",,"750",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.43934,-26.068543,"3",Cantero,"817",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.13275,-26.599987,"4",,"953",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.81653,-27.371522,"5",,"908",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.84714,-27.424098,"6",,"988",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.28479,-30.283456,"7",Yeseram ,"1022",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.28325,-30.281591,"8",Jesera,"1022",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.50071,-29.269696,"9",Santa Cruz,"1084",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.07289,-29.93021,"10",,"1044",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.09281,-29.895172,"11",,"1074",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.08732,-29.910286,"12",,"1076",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.4479,-40.041599,"13",Tapera de Rojas,"1067",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.12448,-40.254115,"14",Yuncán,"1017",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.91635,-40.124581,"15",Chimehuin,"1008",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.71438,-37.697486,"16",,"1017",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.50061,-39.079111,"17",Barda Colorada,"1014",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.95679,-40.558714,"18",Aguada de Negro,"1095",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.05996,-38.692133,"19",Bayo,"1079",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.39285,-40.088227,"20",Al NE de Sañico,"1060",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.76461,-39.989201,"21",Chico,"1051",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.64546,-38.15843,"22",Guacho,"1072",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.33112,-40.116723,"23",El Quemado,"1097",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.05053,-40.91769,"24",Corral,"1070",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.02894,-40.043592,"25",Del Perro,"1084",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.03992,-39.937601,"26",Los Cerrillos,"1052",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.15622,-39.857105,"27",El Molle,"1010",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.31677,-38.606058,"28",Irigoyen,"1089",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.99912,-40.231263,"29",La Horqueta,"1044",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.52477,-40.172371,"30",El Gato,"1004",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.9675,-38.540105,"31",Guanaco,"1049",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.272,-40.076931,"32",La Pintada o Colorada,"1014",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.113,-39.786805,"33",Quinihue Malal,"1006",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.98375,-38.766324,"34",Negro,"1077",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.2798,-37.618722,"35",Mesa de Los Overos,"1040",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.12078,-39.026631,"36",Michacheo,"1053",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.87398,-39.934986,"37",Mallín Redondo,"1035",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.8153,-38.444174,"38",Negro,"1041",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.11422,-38.740958,"39",Tres Puntas,"1031",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.30405,-40.08731,"40",Mirador,"1016",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.57417,-38.4793,"41",Negro,"1027",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.01859,-38.90258,"42",Michacheo,"1004",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.68242,-39.693543,"43",Pecuma,"1045",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.25033,-37.757346,"44",Picú,"1092",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.3438,-40.139366,"45",Puntudo,"1057",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.24067,-37.407351,"46",,"1003",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.67755,-40.671295,"47",,"1018",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.81211,-37.604711,"48",,"1055",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.0778,-40.0794,"49",Puntudo,"1000",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.41032,-38.670421,"50",,"1042",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.74125,-39.630991,"51",,"1040",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.71871,-40.622308,"52",,"1045",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.23141,-39.515757,"53",,"1058",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.67344,-40.687834,"54",,"1031",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-70.9125,-39.783642,"55",,"1022",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.73944,-37.704214,"56",,"1064",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.30979,-37.641775,"57",,"1082",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.24272,-40.646641,"58",,"1080",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.79394,-37.623462,"59",,"1094",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.73667,-37.756563,"60",,"1092",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.10822,-40.032749,"61",,"1067",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.73644,-37.814281,"62",,"1069",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-68.70174,-37.709479,"63",,"1015",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.12339,-40.020417,"64",,"1095",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.27012,-40.662387,"65",,"1070",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.72121,-40.611064,"66",,"1050",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-69.55227,-37.533747,"67",,"1097",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-71.7156,-40.690403,"68",,"1005",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.27774,-25.259688,"69",,"1827",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.53133,-22.635185,"70",,"1915",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.78901,-23.352,"71",,"1708",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.59588,-24.79133,"72",,"1937",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.6878,-25.010377,"73",,"1962",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-63.83811,-22.43546,"74",Virgen de las Peñas,"1300",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.59183,-23.230986,"75",De la Aguada,"1126",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.4551,-24.659349,"76",Vaqueros,"1949",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.90165,-25.109845,"77",Verde,"1643",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.35381,-24.83233,"78",La Pedrera,"1760",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.3161,-24.909604,"79",Monte Redondo,"1955",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.39069,-25.186109,"80",Castilla,"1446",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.22767,-24.486037,"81",Alto del Tunillar,"1451",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.04771,-25.492212,"82",De la Medialuna,"1505",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-63.80569,-22.232352,"83",Yuyunty,"1250",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.45178,-26.030913,"84",Cochuco,"1725",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.84034,-26.01119,"85",Loma Negra,"1710",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.27049,-24.608502,"86",Mogote de los Matos,"1491",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.87564,-25.016423,"87",San Antonio,"1720",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.21666,-25.984238,"88",Matos,"1315",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.55525,-26.074711,"89",Los Morros,"1657",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.83113,-25.224644,"90",De la Cumbrera,"1715",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.13682,-25.201321,"91",Bodega,"1860",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.81375,-22.691186,"92",Candelaria,"1992",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.7801,-25.19577,"93",Hansa,"1702",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.72002,-26.155737,"94",Negro,"1302",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.80345,-22.863245,"95",Mulular,"1905",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.73004,-25.018058,"96",Bayo,"1762",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.70251,-24.963063,"97",Alto Talar,"1915",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.77862,-22.932477,"98",Tres Morros,"1744",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.42411,-24.536644,"99",,"1843",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.43926,-24.597116,"100",,"1855",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.33505,-24.602677,"101",,"1832",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.33711,-24.528521,"102",Médano de la Sierra,"1825",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.37241,-24.682164,"103",,"1663",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.43364,-24.574921,"104",,"1905",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.338,-24.574925,"105",,"1808",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.34869,-24.646367,"106",,"1943",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.70647,-25.813077,"107",,"1788",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.32233,-24.961243,"108",,"1883",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.598,-25.463923,"109",,"1463",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.31244,-25.012168,"110",,"1995",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.72714,-25.838505,"111",,"1865",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.18165,-25.168505,"112",,"1400",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.34645,-24.913367,"113",,"1920",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.22171,-25.182084,"114",,"1921",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.38614,-25.235529,"115",,"1508",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.72796,-25.869165,"116",,"1886",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.36255,-25.223243,"117",,"1475",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.67966,-25.335943,"118",,"1987",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.69792,-25.801035,"119",,"1787",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.66316,-25.376658,"120",,"1981",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.28218,-25.029538,"121",,"1931",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.41859,-24.57648,"122",Pajas Blancas O San Alejo,"1907",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.55803,-24.812244,"123",,"1762",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.5962,-25.285658,"124",,"1932",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.23058,-25.24287,"125",,"1600",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.57732,-25.241829,"126",,"1980",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.72902,-25.771302,"127",,"1988",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.26423,-26.002505,"128",,"1261",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.3625,-25.080524,"129",,"1531",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.70515,-25.777554,"130",,"1853",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.08584,-25.601407,"131",,"1910",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.05489,-25.550865,"132",,"1495",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.28288,-25.238269,"133",,"1928",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.70168,-25.89669,"134",,"1895",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.09264,-25.618778,"135",,"1933",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.69204,-25.980021,"136",,"1970",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.72366,-25.80569,"137",,"1992",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.56561,-25.129778,"138",,"1950",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.688,-25.970947,"139",,"1930",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.10466,-25.485298,"140",,"1975",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.34547,-25.667024,"141",,"1952",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.77946,-23.363889,"142",,"1875",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.69139,-25.7123,"143",,"1622",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.78629,-23.332714,"144",,"1960",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.26227,-24.917217,"145",,"1705",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.75926,-23.299193,"146",Mesada,"1754",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.87284,-24.778896,"147",Médano de Matos,"1973",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.76277,-23.358934,"148",,"1536",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.61134,-22.709399,"149",,"1450",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.77316,-23.42337,"150",,"1821",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.76213,-23.014912,"151",,"1567",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.44239,-22.738238,"152",,"1039",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.67969,-23.03377,"153",,"1382",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.3276,-24.742016,"154",Chachapoyas,"1534",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.7051,-24.635626,"155",,"1914",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.69161,-22.759074,"156",,"1410",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.35478,-24.80961,"157",La Candelaria,"1683",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.70501,-22.508372,"158",,"1818",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.20929,-24.544154,"159",La Despensa,"1178",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.69681,-25.753347,"160",,"1660",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.81262,-22.663358,"161",,"1978",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.0281,-32.538092,"162",,"1051",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.02839,-32.532332,"163",,"1052",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.47124,-33.125738,"164",,"1155",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.83498,-32.365191,"165",,"1184",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.23243,-32.661033,"166",,"1206",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.67347,-32.967031,"167",,"1238",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.84169,-32.373888,"168",,"1254",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.78014,-32.957653,"169",,"1279",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.67582,-32.950966,"170",,"1300",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.6595,-32.961242,"171",,"1309",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.67696,-32.962265,"172",,"1311",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.26606,-32.995725,"173",,"1323",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.24966,-33.192426,"174",,"1329",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.88708,-32.395194,"175",,"1330",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.26995,-32.899876,"176",,"1333",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.67397,-32.958848,"177",,"1342",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.71039,-32.970076,"178",,"1357",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.69135,-32.95564,"179",,"1380",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.248,-33.077301,"180",,"1406",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.19932,-33.182795,"181",,"1416",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.02679,-32.993402,"182",,"1458",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.42459,-33.168504,"183",,"1478",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.87324,-32.404244,"184",,"1480",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.42457,-33.158951,"185",,"1497",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.43657,-33.165478,"186",,"1617",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.42562,-33.179033,"187",,"1647",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.41988,-33.163425,"188",,"1652",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.42371,-33.150164,"189",,"1681",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.23818,-33.053381,"190",,"1702",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.2382,-33.127675,"191",,"1714",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.9537,-32.469003,"192",,"1740",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.07178,-32.862619,"193",,"1768",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.07714,-32.777936,"194",,"1769",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.06556,-32.794206,"195",,"1817",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.06683,-32.783239,"196",,"1847",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.18047,-33.105261,"197",,"1863",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.1671,-33.055779,"198",,"1873",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.07041,-32.799261,"199",,"1913",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.07582,-32.798887,"200",,"1934",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.17725,-33.07509,"201",,"1941",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.23074,-32.936138,"202",Barroso,"1898",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.89089,-32.835909,"203",Cerros Largos,"1662",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.73457,-32.662181,"204",Colorado,"1254",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.95114,-32.4742,"205",De la Bolsa,"1863",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.27868,-33.013577,"206",De la Cruz,"1084",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.27729,-33.276463,"207",De la Cruz,"1155",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.70055,-32.955816,"208",Del Rosario,"1421",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.01932,-32.578148,"209",El Mogote,"1051",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.40873,-33.15006,"210",El Morro,"1702",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.48169,-33.118464,"211",Guanaco,"1152",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.95923,-32.830126,"212",Intihuasi,"1717",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.90528,-32.564733,"213",Lajudo,"1850",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.02775,-32.589526,"214",Majada,"1672",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.0196,-32.967271,"215",Negro,"1554",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.96694,-32.649924,"216",Negro,"1591",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.87203,-32.960597,"217",Nevado,"1092",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.88621,-32.935978,"218",Pajarito,"1125",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.93706,-32.707429,"219",Papagayos,"1868",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-67.0199,-32.529331,"220",Portillo,"1027",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.98125,-32.527511,"221",Realito,"1584",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.9727,-32.821725,"222",Redondo,"1627",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.88746,-32.917492,"223",San Ignacio,"1085",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.26305,-33.220697,"224",San Ignacio,"1465",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.27604,-33.272569,"225",San Martin,"1171",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.00101,-32.865993,"226",Sololosta,"1763",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.77733,-32.953597,"227",Tiporcó,"1255",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.90411,-32.523873,"228",Toros Muertos,"1940",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-66.23034,-33.168648,"229",Valle de Piedra,"1956",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.71904,-32.473074,"230",Verde,"1100",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.35492,-24.438573,"231",Cochucal,"1912",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.97127,-23.79866,"232",Picacho Agua Negra,"1687",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.35346,-24.421762,"233",Potrerillos,"1881",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.09527,-23.992534,"234",Ranjel,"1646",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.45269,-23.917148,"235",Dos Picos Altos,"1462",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.20833,-24.187102,"236",,"1273",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.07278,-24.277193,"237",Carahunco,"1479",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.33569,-24.385012,"238",,"1469",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.3364,-24.225714,"239",De Claros,"1702",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.21714,-24.230512,"240",,"1174",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.02547,-24.06765,"241",De Antigual,"1253",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.36005,-24.39526,"242",,"1719",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-65.08612,-24.113975,"243",El Potrero,"1839",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.34429,-24.360962,"244",,"1703",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.20118,-24.119961,"245",,"1375",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.4994,-24.31272,"246",,"1560",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.33667,-24.353205,"247",,"1650",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.21635,-24.138025,"248",,"1413",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.31978,-24.40766,"249",,"1308",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.29191,-24.055878,"250",,"1331",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.48355,-24.355887,"251",,"1946",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.57078,-24.475505,"252",,"1889",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.29944,-24.295533,"253",,"1128",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.40971,-24.2385,"254",,"1804",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.27005,-24.021594,"255",,"1135",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.27065,-24.302528,"256",,"1107",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.30848,-24.041546,"257",,"1278",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.44544,-24.300468,"258",,"1800",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.26599,-24.092899,"259",,"1041",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.26652,-24.086812,"260",,"1037",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.26798,-24.026425,"261",,"1138",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
-64.26528,-24.080625,"262",,"1027",Cerro,,2023/10/04,mgc,Marcos Gustavo Cortina
